iter	Passed	Remaining
409	4643	6681
410	4656	6672
411	4671	6666
412	4688	6663
413	4699	6652
414	4711	6640
415	4722	6629
416	4733	6617
417	4744	6606
418	4755	6594
419	4766	6582
420	4777	6569
421	4788	6557
422	4798	6545
423	4809	6533
424	4820	6521
425	4831	6509
426	4841	6497
427	4852	6484
428	4863	6473
429	4875	6462
430	4886	6450
431	4897	6439
432	4908	6427
433	4919	6416
434	4930	6404
435	4942	6392
436	4952	6380
437	4964	6369
438	4975	6357
439	4985	6345
440	4997	6334
441	5008	6322
442	5019	6311
443	5031	6300
444	5043	6289
445	5055	6279
446	5067	6269
447	5078	6257
448	5090	6246
449	5100	6234
450	5111	6222
451	5123	6211
452	5134	6199
453	5144	6187
454	5155	6175
455	5166	6163
456	5177	6151
457	5191	6143
458	5207	6137
459	5223	6131
460	5234	6120
461	5245	6108
462	5256	6097
463	5268	6085
464	5279	6073
465	5290	6062
466	5301	6050
467	5312	6039
468	5323	6027
469	5334	6015
470	5346	6004
471	5357	5992
472	5368	5981
473	5379	5969
474	5390	5958
475	5401	5946
476	5412	5934
477	5423	5922
478	5434	5911
479	5445	5899
480	5456	5887
481	5467	5875
482	5478	5863
483	5489	5852
484	5500	5840
485	5512	5829
486	5523	5817
487	5533	5805
488	5544	5794
489	5555	5782
490	5566	5770
491	5577	5759
492	5588	5746
493	5599	5735
494	5610	5723
495	5621	5712
496	5633	5701
497	5643	5689
498	5654	5677
499	5666	5666
500	5677	5654
501	5689	5644
502	5702	5634
503	5716	5625
504	5734	5621
505	5745	5609
506	5757	5598
507	5768	5586
508	5779	5575
509	5790	5563
510	5801	5551
511	5813	5540
512	5824	5529
513	5835	5518
514	5846	5506
515	5857	5494
516	5868	5482
517	5879	5471
518	5891	5459
519	5901	5447
520	5912	5436
521	5924	5424
522	5935	5413
523	5946	5401
524	5957	5390
525	5968	5378
526	5979	5366
527	5990	5354
528	6001	5343
529	6011	5331
530	6022	5319
531	6033	5307
532	6043	5295
533	6054	5283
534	6065	5271
535	6076	5260
536	6087	5248
537	6098	5237
538	6109	5225
539	6120	5213
540	6131	5202
541	6142	5190
542	6153	5179
543	6165	5167
544	6176	5156
545	6187	5144
546	6199	5134
547	6210	5122
548	6222	5112
549	6237	5103
550	6253	5096
551	6266	5085
552	6277	5074
553	6288	5062
554	6299	5051
555	6310	5039
556	6321	5027
557	6332	5016
558	6343	5004
559	6354	4993
560	6365	4981
561	6377	4970
562	6387	4958
563	6398	4946
564	6409	4934
565	6420	4923
566	6432	4912
567	6443	4900
568	6454	4889
569	6466	4877
570	6477	4866
571	6488	4855
572	6499	4843
573	6511	4832
574	6521	4820
575	6532	4808
576	6543	4797
577	6554	4785
578	6565	4774
579	6576	4762
580	6587	4750
581	6598	4739
582	6609	4727
583	6620	4715
584	6631	4704
585	6641	4692
586	6652	4680
587	6663	4668
588	6674	4657
589	6685	4645
590	6696	4634
591	6707	4622
592	6718	4611
593	6729	4599
594	6741	4588
595	6755	4579
596	6774	4572
597	6785	4561
598	6797	4550
599	6808	4538
600	6819	4527
601	6830	4515
602	6841	4504
603	6853	4493
604	6864	4481
605	6875	4469
606	6886	4458
607	6896	4446
608	6907	4435
609	6918	4423
610	6929	4411
611	6940	4400
612	6951	4388
613	6962	4377
614	6973	4365
615	6984	4353
616	6995	4342
617	7006	4330
618	7017	4319
619	7028	4307
620	7040	4296
621	7051	4285
622	7062	4273
623	7073	4262
624	7084	4250
625	7095	4239
626	7106	4227
627	7117	4215
628	7128	4204
629	7139	4193
630	7151	4181
631	7162	4170
632	7173	4158
633	7185	4147
634	7196	4136
635	7207	4125
636	7218	4113
637	7229	4102
638	7240	4090
639	7251	4078
640	7262	4067
641	7275	4056
642	7289	4047
643	7308	4039
644	7318	4028
645	7330	4016
646	7341	4005
647	7352	3994
648	7363	3982
649	7374	3971
650	7385	3959
651	7396	3948
652	7407	3936
653	7419	3925
654	7430	3913
655	7441	3902
656	7452	3890
657	7463	3879
658	7473	3867
659	7485	3855
660	7496	3844
661	7507	3833
662	7518	3821
663	7530	3810
664	7541	3799
665	7552	3787
666	7563	3775
667	7573	3764
668	7585	3752
669	7596	3741
670	7607	3730
671	7619	3718
672	7629	3707
673	7641	3695
674	7652	3684
675	7663	3672
676	7673	3661
677	7685	3650
678	7696	3638
679	7708	3627
680	7718	3615
681	7729	3604
682	7740	3592
683	7751	3581
684	7762	3569
685	7773	3558
686	7784	3546
687	7798	3536
688	7817	3528
689	7828	3516
690	7839	3505
691	7849	3493
692	7861	3482
693	7872	3471
694	7883	3459
695	7894	3448
696	7905	3436
697	7916	3425
698	7928	3414
699	7940	3402
700	7951	3391
701	7962	3380
702	7973	3368
703	7984	3357
704	7995	3345
705	8007	3334
706	8018	3322
707	8028	3311
708	8039	3299
709	8050	3288
710	8061	3276
711	8072	3265
712	8084	3254
713	8095	3242
714	8106	3231
715	8116	3219
716	8128	3208
717	8139	3196
718	8150	3185
719	8161	3173
720	8171	3162
721	8184	3151
722	8195	3140
723	8206	3128
724	8217	3117
725	8229	3105
726	8240	3094
727	8251	3082
728	8262	3071
729	8273	3060
730	8284	3048
731	8295	3037
732	8307	3026
733	8321	3015
734	8335	3005
735	8353	2996
736	8364	2984
737	8375	2973
738	8386	2962
739	8397	2950
740	8408	2939
741	8419	2927
742	8431	2916
743	8442	2904
744	8453	2893
745	8464	2881
746	8475	2870
747	8486	2859
748	8497	2847
749	8508	2836
750	8519	2824
751	8531	2813
752	8542	2802
753	8553	2790
754	8564	2779
755	8575	2767
756	8586	2756
757	8597	2744
758	8608	2733
759	8619	2722
760	8630	2710
761	8641	2698
762	8653	2687
763	8664	2676
764	8675	2664
765	8686	2653
766	8698	2642
767	8709	2631
768	8721	2619
769	8732	2608
770	8743	2596
771	8754	2585
772	8765	2573
773	8776	2562
774	8787	2551
775	8798	2539
776	8809	2528
777	8820	2516
778	8833	2505
779	8847	2495
780	8865	2485
781	8875	2474
782	8887	2463
783	8898	2451
784	8909	2440
785	8920	2428
786	8932	2417
787	8943	2405
788	8954	2394
789	8965	2383
790	8976	2371
791	8987	2360
792	8999	2349
793	9010	2337
794	9021	2326
795	9032	2314
796	9044	2303
797	9055	2292
798	9066	2280
799	9077	2269
800	9088	2257
801	9099	2246
802	9110	2235
803	9122	2223
804	9133	2212
805	9143	2200
806	9155	2189
807	9166	2178
808	9177	2166
809	9188	2155
810	9199	2143
811	9211	2132
812	9222	2121
813	9233	2109
814	9244	2098
815	9255	2087
816	9266	2075
817	9278	2064
818	9289	2052
819	9300	2041
820	9311	2030
821	9323	2018
822	9334	2007
823	9345	1996
824	9358	1985
825	9374	1974
826	9390	1964
827	9401	1952
828	9412	1941
829	9423	1930
830	9434	1918
831	9445	1907
832	9456	1895
833	9466	1884
834	9477	1872
835	9488	1861
836	9499	1849
837	9510	1838
838	9521	1827
839	9532	1815
840	9543	1804
841	9554	1792
842	9565	1781
843	9576	1769
844	9587	1758
845	9598	1747
846	9609	1735
847	9620	1724
848	9631	1712
849	9642	1701
850	9653	1690
851	9665	1678
852	9676	1667
853	9687	1656
854	9699	1644
855	9710	1633
856	9721	1622
857	9732	1610
858	9743	1599
859	9754	1587
860	9765	1576
861	9777	1565
862	9788	1553
863	9799	1542
864	9810	1531
865	9821	1519
866	9832	1508
867	9843	1496
868	9855	1485
869	9866	1474
870	9878	1463
871	9893	1452
872	9911	1441
873	9922	1430
874	9934	1419
875	9945	1407
876	9956	1396
877	9968	1385
878	9979	1373
879	9990	1362
880	10001	1350
881	10012	1339
882	10022	1328
883	10033	1316
884	10044	1305
885	10055	1293
886	10066	1282
887	10076	1270
888	10087	1259
889	10098	1248
890	10109	1236
891	10120	1225
892	10132	1214
893	10143	1202
894	10154	1191
895	10165	1179
896	10177	1168
897	10188	1157
898	10199	1145
899	10211	1134
900	10223	1123
901	10234	1111
902	10246	1100
903	10257	1089
904	10268	1077
905	10280	1066
906	10291	1055
907	10302	1043
908	10313	1032
909	10325	1021
910	10336	1009
911	10347	998
912	10358	987
913	10369	975
914	10380	964
915	10392	953
916	10406	941
917	10421	930
918	10437	919
919	10448	908
920	10459	897
921	10471	885
922	10482	874
923	10493	863
924	10504	851
925	10515	840
926	10531	829
927	10542	817
928	10553	806
929	10565	795
930	10576	783
931	10587	772
932	10598	761
933	10609	749
934	10620	738
935	10631	726
936	10643	715
937	10654	704
938	10665	692
939	10675	681
940	10686	670
941	10697	658
942	10708	647
943	10720	635
944	10731	624
945	10742	613
946	10753	601
947	10765	590
948	10776	579
949	10787	567
950	10798	556
951	10810	545
952	10821	533
953	10832	522
954	10843	510
955	10854	499
956	10864	488
957	10875	476
958	10886	465
959	10897	454
960	10908	442
961	10920	431
962	10934	420
963	10952	409
964	10964	397
965	10975	386
966	10986	374
967	10997	363
968	11008	352
969	11020	340
970	11030	329
971	11042	318
972	11053	306
973	11064	295
974	11075	283
975	11086	272
976	11097	261
977	11109	249
978	11120	238
979	11131	227
980	11142	215
981	11153	204
982	11164	193
983	11176	181
984	11187	170
985	11198	159
986	11210	147
987	11221	136
988	11232	124
989	11243	113
990	11254	102
991	11265	90
992	11276	79
993	11287	68
994	11298	56
995	11309	45
996	11320	34
997	11332	22
998	11342	11
999	11353	0
