Open,High,Low,Close,MA 20,MA 20 close,STD 10 high,SMA_20,SMA_50,Close_Predictions,Command
9208.99,9221.52,9131.0,9160.78,9200.882625000002,9210.0515,51.73206278508529,9210.0515,9373.1034,9390.0,2
9160.78,9437.73,9152.8,9390.0,9205.871750000002,9217.9515,73.52143867607589,9217.9515,9356.887999999999,9518.16,2
9390.0,9544.0,9261.0,9518.16,9220.780125000003,9239.5325,108.07990074477303,9239.5325,9356.8904,9603.27,2
9518.16,9664.0,9440.33,9603.27,9244.761250000003,9266.783,154.66366684195742,9266.783,9355.631000000001,9537.8,2
9603.27,9637.0,9463.44,9537.8,9267.489,9286.899999999998,178.6067130009396,9286.9,9350.605800000001,9700.42,2
9538.1,9732.9,9513.0,9700.42,9295.510750000001,9318.4505,206.42647567596552,9318.4505,9352.190999999999,9931.54,2
9700.42,10111.0,9650.0,9931.54,9327.366125,9347.817500000001,283.74676647496796,9347.8175,9357.495799999999,11029.96,2
9931.54,11394.86,9917.21,11029.96,9391.00725,9436.446,617.7330489912291,9436.446,9383.155200000001,10906.27,2
11029.96,11242.23,10565.0,10906.27,9470.36975,9509.9565,739.9589960727554,9509.9565,9405.6404,11100.53,2
10906.27,11342.82,10812.0,11100.53,9556.524000000001,9603.3615,810.80232374112,9603.3615,9432.2024,11099.61,2
11100.52,11170.0,10831.0,11099.61,9646.997625,9693.925,802.4759105817445,9693.925000000001,9456.4946,11335.46,2
11099.79,11444.0,10960.0,11335.46,9744.9895,9798.996499999997,805.6939620780338,9798.996500000001,9497.5958,11801.17,2
11335.46,11861.0,11220.0,11801.17,9859.719,9923.9175,822.3083090477684,9923.9175,9544.316599999998,11071.35,2
11801.17,12123.46,10518.5,11071.35,9965.016999999996,10015.354,825.5250349450342,10015.354,9576.2768,11219.81,2
11071.36,11473.0,10936.0,11219.81,10062.631624999998,10113.552,694.4078260798908,10113.552,9613.831,11191.97,2
11219.68,11414.98,11000.0,11191.97,10161.833125000001,10213.270500000002,496.80477198291874,10213.2705,9649.15,11744.91,2
11191.99,11780.93,11093.0,11744.91,10276.909500000002,10343.83,285.3119419092021,10343.83,9693.5364,11762.46,2
11744.91,11900.0,11562.5,11762.46,10406.974375000002,10474.237000000001,302.0721398209374,10474.237,9739.4828,11594.23,2
11762.47,11909.94,11322.0,11594.23,10531.02,10595.4345,294.79109064047367,10595.4345,9783.641,11761.41,2
11594.36,11808.27,11512.0,11761.41,10655.559125000002,10723.0555,280.2638827533794,10723.0555,9832.6646,11681.68,2
11761.02,11797.11,11521.97,11681.68,10781.052750000003,10849.100499999999,221.14087860230634,10849.1005,9879.1192,11892.92,2
11681.69,12067.35,11450.0,11892.92,10905.435875000001,10974.246500000001,213.4641234118745,10974.2465,9931.0838,11392.08,2
11892.9,11935.0,11125.0,11392.08,11013.333625,11067.9425,216.24345720506784,11067.9425,9965.211599999999,11564.33,2
11392.09,11617.52,11150.0,11564.33,11107.060874999997,11165.995499999999,197.9749746306337,11165.9955,10004.0004,11780.0,2
11564.34,11792.96,11270.36,11780.0,11209.137749999994,11278.1055,171.39406642004866,11278.1055,10053.6706,11760.54,2
11779.77,11850.0,11634.03,11760.54,11315.886749999996,11381.1115,112.69485496685284,11381.1115,10103.8916,11852.4,2
