iter	RMSE
0	1.104293762
1	1.070525235
2	1.040378377
3	1.009520229
4	0.9806025128
5	0.9551614184
6	0.9306711275
7	0.9086042525
8	0.8884809011
9	0.8663398403
10	0.8417641224
11	0.8227230629
12	0.8020855628
13	0.7831176163
14	0.7599292801
15	0.7397096953
16	0.72118815
17	0.7006455904
18	0.6848721332
19	0.6662615479
20	0.6520454091
21	0.6346832501
22	0.6185666191
23	0.601764901
24	0.5861666972
25	0.5715312392
26	0.5577943199
27	0.5437747755
28	0.5296572113
29	0.516937796
30	0.5033152715
31	0.4910506813
32	0.4787825318
33	0.4687982227
34	0.4586383254
35	0.4494347445
36	0.4401794593
37	0.4301143041
38	0.4209279147
39	0.4125344568
40	0.4036269449
41	0.3955422425
42	0.3884783994
43	0.3812032323
44	0.3739162431
45	0.366263432
46	0.3596258386
47	0.3534335709
48	0.3465804833
49	0.3405816319
50	0.3349897402
51	0.3290982569
52	0.3225831285
53	0.3170003526
54	0.3119431491
55	0.3066843635
56	0.3020045404
57	0.2968412406
58	0.2908964292
59	0.2860233663
60	0.2820044391
61	0.2773041682
62	0.2730809339
63	0.2693432432
64	0.2650054481
65	0.260915914
66	0.2574293028
67	0.2548454135
68	0.2517389614
69	0.2482848325
70	0.2450374024
71	0.2416267119
72	0.2380233207
73	0.2350233438
74	0.2313624835
75	0.2296100155
76	0.2266755759
77	0.2244103451
78	0.2214628872
79	0.2191803055
80	0.2168826759
81	0.2147040525
82	0.212545164
83	0.2104664138
84	0.2082037083
85	0.2051309077
86	0.2026713749
87	0.2013856857
88	0.1990023342
89	0.1975542511
90	0.1943307423
91	0.192860526
92	0.1897445987
93	0.1886095958
94	0.1857435136
95	0.1834452917
96	0.1816613897
97	0.1800797391
98	0.1786398756
99	0.1770613486
100	0.1756763831
101	0.1744867675
102	0.1730854243
103	0.1722104504
104	0.1705527906
105	0.1694950653
106	0.1685216054
107	0.1673886307
108	0.1662241122
109	0.1653196693
110	0.164478259
111	0.1622302763
112	0.1614744211
113	0.1605603917
114	0.1595954449
115	0.1587406758
116	0.1578427382
117	0.1570188978
118	0.1554739858
119	0.1538468978
120	0.1525488086
121	0.151561721
122	0.1510004645
123	0.1496661077
124	0.1490386249
125	0.1484543042
126	0.1475261677
127	0.1449846336
128	0.1446293665
129	0.1439384732
130	0.1434939338
131	0.14264107
132	0.1402555212
133	0.1397254775
134	0.1392124798
135	0.1383815519
136	0.1377119309
137	0.1370743469
138	0.1353627485
139	0.1350231993
140	0.1346446939
141	0.134338561
142	0.1336648739
143	0.1333827287
144	0.1328040449
145	0.1323100572
146	0.131991282
147	0.131502778
148	0.1291584548
149	0.1287124598
150	0.1283077733
151	0.1260969679
152	0.1258648981
153	0.1238694113
154	0.1231957701
155	0.1211760859
156	0.1208334894
157	0.1205422824
158	0.1199935651
159	0.1197392563
160	0.1176986877
161	0.1172551887
162	0.1160930657
163	0.1148925568
164	0.1137681781
165	0.1128652161
166	0.1120605691
167	0.1116595269
168	0.1112455133
169	0.110890814
170	0.110611273
171	0.1103649782
172	0.109925614
173	0.1092858046
174	0.1088902462
175	0.1084724562
176	0.1081275517
177	0.1077000839
178	0.1075122929
179	0.1058504077
180	0.1048411729
181	0.104399425
182	0.1039356457
183	0.1024200253
184	0.1009330796
185	0.09959863486
186	0.09872165038
187	0.0981835605
188	0.09679466257
189	0.09581923148
190	0.0953171467
191	0.0949392546
192	0.09457012666
193	0.09333910815
194	0.09251719785
195	0.09180295184
196	0.09149095999
197	0.09132969951
198	0.09032765849
199	0.08983316003
200	0.08865584619
201	0.0875953473
202	0.08671196705
203	0.08608844738
204	0.08522331073
205	0.08511079889
206	0.08488770333
207	0.08475446555
208	0.08429292601
209	0.0840178031
210	0.08293622035
211	0.08204997698
212	0.08113639044
213	0.08034159183
214	0.08022635277
215	0.0799168354
216	0.07894943271
217	0.0783166516
218	0.07793000195
219	0.07712448394
220	0.07681271912
221	0.07650112538
222	0.07627609455
223	0.07586774124
224	0.07563789614
225	0.07549465899
226	0.07492913923
227	0.07441428783
228	0.0740557042
229	0.07387518182
230	0.07353863733
231	0.07334046746
232	0.07251015321
233	0.07219330103
234	0.071786321
235	0.07150513959
236	0.07129871217
237	0.0711096528
238	0.07086774698
239	0.07071703866
240	0.07065178727
241	0.07021974165
242	0.07005303337
243	0.069896178
244	0.06949737655
245	0.06926150192
246	0.06899552501
247	0.0688256567
248	0.06865174838
249	0.06845279672
250	0.06820366088
251	0.06794654895
252	0.06779422766
253	0.0674108494
254	0.06717701173
255	0.06704777774
256	0.06691967996
257	0.06618267765
258	0.06586041931
259	0.06567717824
260	0.06512745528
261	0.06475744344
262	0.06422810756
263	0.0640073794
264	0.06389043484
265	0.06375763005
266	0.06369370829
267	0.06305648349
268	0.0629179708
269	0.06261096354
270	0.06247516292
271	0.06234861088
272	0.06218796626
273	0.06169211361
274	0.06155152534
275	0.06129747012
276	0.06114772036
277	0.06087669063
278	0.06061124549
279	0.06015729731
280	0.05988003404
281	0.05934381972
282	0.05888904167
283	0.0584579066
284	0.05819197818
285	0.05801303586
286	0.05774735262
287	0.05725217558
288	0.05699993477
289	0.05676273502
290	0.05659741331
291	0.05639432791
292	0.05601188143
293	0.05593348681
294	0.05585490287
295	0.05571576095
296	0.05566336366
297	0.05562212702
298	0.05531443993
299	0.05514727764
300	0.05494690498
301	0.05480774883
302	0.05459254444
303	0.05455442381
304	0.05436717124
305	0.05432334329
306	0.05414366223
307	0.0540991183
308	0.05392823431
309	0.05376048534
310	0.05372620676
311	0.05337738361
312	0.05290096754
313	0.05276548943
314	0.052594123
315	0.05241436657
316	0.05224466914
317	0.05207880185
318	0.05191332579
319	0.05168224048
320	0.05164271196
321	0.05160425952
322	0.05126629607
323	0.05114769669
324	0.05111041158
325	0.05070764034
326	0.05059954311
327	0.050362892
328	0.04994644776
329	0.04977666945
330	0.04957188224
331	0.0493958975
332	0.04923354076
333	0.04920373746
334	0.04903781522
335	0.04890404887
336	0.04875481852
337	0.04864007173
338	0.04850674199
339	0.04839936794
340	0.04817438081
341	0.04795604329
342	0.0479269933
343	0.04765380956
344	0.04722114019
345	0.04710182299
346	0.04698047261
347	0.04678569333
348	0.04663829056
349	0.04632276964
350	0.04618974369
351	0.04600661179
352	0.04570852239
353	0.04558701874
354	0.04531331073
355	0.04504458896
356	0.04490167891
357	0.0445482924
