Artist Popularity,Track Popularity,Danceability,Energy,Loudness,Mode,Speechiness,Acousticness,Standard Deviation1,366,396,403,462,514,606,612,617,705,722,793,794,807,981,1061,1237,1282,1304,1311,1330,1374,1422,1440,1501,1503,1535,1545,1559,1565,1569,1670,1696,1715,1721,1827,1886,1933,1980,1990,1992
65,68,0.446,0.395,-9.328,1,0.0365,0.815,15.594448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,66,0.595,0.543,-8.149,1,0.038,0.127,69.7048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
85,77,0.384,0.513,-10.749,1,0.049,0.145,112.48431,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,8,0,0
55,48,0.713,0.527,-7.512,1,0.0329,0.238,42.983124,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0
52,50,0.735,0.555,-8.738,0,0.094,0.219,65.17577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,76,0.778,0.695,-6.865,0,0.0913,0.175,75.57761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0
75,69,0.726,0.576,-5.972,1,0.0339,0.015,60.78286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0.774,0.626,-4.432,0,0.0432,0.0969,32.712646,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
63,65,0.662,0.322,-15.115,1,0.0304,0.855,13.956887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,86,0.809,0.788,-7.217,1,0.0889,0.00108,47.61884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
78,84,0.768,0.644,-6.671,0,0.136,0.736,40.00063,1,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
90,75,0.863,0.666,-4.158,0,0.152,0.212,39.99193,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
84,77,0.69,0.933,-3.099,0,0.0832,0.0252,114.5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,7,0,0
53,70,0.585,0.854,-5.693,0,0.0593,0.0529,42.09505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,69,0.687,0.887,-5.04,0,0.0826,0.0575,70.71411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
89,86,0.728,0.859,-5.237,0,0.137,0.0401,4.4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
73,81,0.692,0.422,-10.533,1,0.0333,0.0811,34.755474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,87,0.602,0.91,-3.404,1,0.0308,0.00126,91.01377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
52,73,0.805,0.63,-6.467,0,0.174,0.225,28.288586,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
81,86,0.31,0.7,-5.678,1,0.047,0.011,24.421312,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,73,0.659,0.865,-4.416,1,0.0541,0.0164,32.72916,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
82,71,0.6,0.683,-6.271,1,0.0493,0.0984,19.542725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80,83,0.686,0.494,-7.093,1,0.0355,0.613,104.35947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
87,15,0.808,0.897,-3.712,0,0.0348,0.0469,36.215134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82,70,0.823,0.544,-7.132,1,0.0715,0.0215,72.83663,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
79,76,0.756,0.697,-6.377,1,0.0401,0.182,23.140196,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
86,76,0.713,0.617,-4.637,1,0.0887,0.122,17.03334,0,2,0,0,1,0,0,0,0,0,0,0,0,4,0,2,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0
82,88,0.671,0.615,-9.593,1,0.0955,0.00113,155.2913,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
87,84,0.77,0.58,-8.393,1,0.247,0.519,25.724424,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,29,0.713,0.676,-5.483,1,0.027,0.0377,41.902042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,76,0.64,0.647,-8.114,0,0.186,0.124,39.086624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
81,87,0.459,0.575,-4.858,1,0.0573,0.604,40.836178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,85,0.714,0.8,-4.808,0,0.0504,0.127,42.75217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
86,90,0.776,0.78,-4.374,0,0.128,0.0622,40.42886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
65,83,0.673,0.902,-2.392,1,0.0346,0.0591,32.741707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,72,0.84,0.766,-4.12,1,0.136,0.00302,84.81859,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,82,0.395,0.922,-2.176,1,0.375,0.19,81.7742,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
83,79,0.652,0.877,-2.986,1,0.0465,0.0227,35.133564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
61,81,0.675,0.649,-10.271,1,0.0319,0.0204,19.575623,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,73,0.695,0.586,-10.315,0,0.0658,0.102,47.18971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,63,0.558,0.736,-4.83,1,0.0354,0.00566,116.76243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,83,0.68,0.578,-5.804,1,0.04,0.331,88.53373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,68,0.937,0.793,-4.431,0,0.115,0.0453,41.44598,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0
87,69,0.774,0.711,-7.97,0,0.18,0.243,45.341187,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
65,72,0.762,0.387,-8.643,0,0.0277,0.239,11.366597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,81,0.78,0.575,-7.247,0,0.273,0.43,27.098604,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
64,72,0.604,0.881,-4.036,1,0.0544,0.0272,34.048653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,75,0.44,0.636,-5.73,0,0.0705,0.564,11.249299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,85,0.737,0.725,-5.417,1,0.0641,0.0976,19.036703,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
65,80,0.638,0.656,-5.886,1,0.0357,0.188,41.593433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,19,0.513,0.796,-4.075,1,0.0629,0.00147,62.58871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,56,0.701,0.463,-7.212,0,0.0416,0.357,23.984163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,78,0.591,0.637,-6.365,0,0.03,0.0107,100.96942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69,81,0.591,0.416,-9.794,1,0.0246,0.882,24.869678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,77,0.774,0.554,-7.909,1,0.0383,0.207,93.2651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
79,72,0.914,0.732,-6.1,0,0.241,0.0166,24.267399,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
84,75,0.392,0.402,-9.961,0,0.0536,0.288,21.343134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
87,79,0.645,0.862,-4.761,0,0.0845,0.0933,39.820328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,9,0,0
76,83,0.696,0.809,-8.254,1,0.05,0.252,27.822155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
70,79,0.345,0.612,-6.543,0,0.0608,0.232,21.900057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,77,0.479,0.926,-2.014,1,0.0495,0.0686,29.187607,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
89,0,0.687,0.702,-5.324,0,0.0455,0.0064,40.474094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
51,64,0.587,0.803,-4.243,1,0.0427,0.00389,31.40519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,44,0.587,0.397,-7.093,1,0.0389,0.759,28.343292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,85,0.771,0.541,-13.0,1,0.0612,0.0275,217.07924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
81,84,0.736,0.308,-7.83,1,0.0677,0.946,20.979664,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
