iter	RMSE
0	1.715023939
1	1.711047789
2	1.7046771
3	1.699662966
4	1.69309599
5	1.687132342
6	1.68107357
7	1.674348747
8	1.66849382
9	1.663212543
10	1.659515174
11	1.652966558
12	1.648164768
13	1.644837107
14	1.640673543
15	1.636770005
16	1.633020254
17	1.631080893
18	1.626874815
19	1.623571201
20	1.618605408
21	1.613420542
22	1.609333825
23	1.604574227
24	1.600210683
25	1.596493797
26	1.592071112
27	1.588212815
28	1.584485617
29	1.580322495
30	1.578254353
31	1.571306487
32	1.566363575
33	1.56243424
34	1.559390493
35	1.557175106
36	1.555182957
37	1.550146704
38	1.545908951
39	1.53970197
40	1.537090595
41	1.533613735
42	1.528941403
43	1.526182246
44	1.523565477
45	1.521110776
46	1.518854222
47	1.516651472
48	1.513647361
49	1.508133514
50	1.504486994
51	1.500273509
52	1.49543884
53	1.492709058
54	1.488107962
55	1.484115782
56	1.480923833
57	1.478588351
58	1.474963773
59	1.473031732
60	1.47049184
61	1.469204248
62	1.465610099
63	1.462088134
64	1.459716907
65	1.454873511
66	1.453248196
67	1.449517988
68	1.447774046
69	1.445805824
70	1.443024705
71	1.441330583
72	1.438695848
73	1.437375377
74	1.435335204
75	1.432755246
76	1.430316631
77	1.428176191
78	1.424510176
79	1.422693605
80	1.419645163
81	1.416292509
82	1.414632669
83	1.411874156
84	1.410070769
85	1.406814839
86	1.404169255
87	1.401185659
88	1.398336314
89	1.395532456
90	1.393837905
91	1.391962321
92	1.388114718
93	1.386736483
94	1.383441821
95	1.38163903
96	1.378135486
97	1.376522472
98	1.375705877
99	1.374384246
100	1.371999936
101	1.368717227
102	1.366480678
103	1.363258016
104	1.362456556
105	1.360472713
106	1.359634331
107	1.35638956
108	1.352984872
109	1.349871341
110	1.347666
111	1.346070766
112	1.343157489
113	1.341289847
114	1.339957493
115	1.335916969
116	1.333932178
117	1.331296142
118	1.329708933
119	1.327043073
120	1.323689613
121	1.318929145
122	1.316384649
123	1.314767721
124	1.311429231
125	1.309765507
126	1.307773442
127	1.304708913
128	1.301345008
129	1.29925593
130	1.29674637
131	1.294011156
132	1.289759811
133	1.286941455
134	1.283450293
135	1.28105036
136	1.27882356
137	1.275815139
138	1.273570226
139	1.271692708
140	1.268452703
141	1.26446817
142	1.261842425
143	1.259433676
144	1.257433193
145	1.255531157
146	1.253564944
147	1.251341224
148	1.248688603
149	1.245778913
150	1.244380438
151	1.240715995
152	1.23901037
153	1.236448303
154	1.233641752
155	1.232156444
156	1.229915508
157	1.228531334
158	1.225719179
159	1.222852239
160	1.21916681
161	1.21819146
162	1.216145079
163	1.214618701
164	1.212870036
165	1.210343684
166	1.20862582
167	1.207063134
168	1.204783555
169	1.20129997
170	1.198570862
171	1.196002018
172	1.193666601
173	1.192031033
174	1.190270854
175	1.188379515
176	1.186099191
177	1.183907214
178	1.181142162
179	1.179641419
180	1.177043703
181	1.175159222
182	1.172858986
183	1.168460562
184	1.166140512
185	1.16384852
186	1.162284448
187	1.160324017
188	1.15825972
189	1.156366592
190	1.153704237
191	1.150772879
192	1.148664988
193	1.147728812
194	1.145334942
195	1.142966171
196	1.140321858
197	1.138296843
198	1.135742983
199	1.132460715
200	1.13106535
201	1.127835911
202	1.125318127
203	1.122190061
204	1.120672645
205	1.118505549
206	1.116771976
207	1.114854766
208	1.1136903
209	1.109706506
210	1.107437852
211	1.105871586
212	1.103007218
213	1.100978928
214	1.098822005
215	1.09643952
216	1.094181394
217	1.091999417
218	1.088912341
219	1.087234823
220	1.084527983
221	1.082478938
222	1.080202655
223	1.076532494
224	1.072589746
225	1.070506573
226	1.069235569
227	1.066740939
228	1.063515459
229	1.061360724
230	1.058895324
231	1.056572395
232	1.054667026
233	1.052460267
234	1.050760718
235	1.049669456
236	1.048462979
237	1.045518861
238	1.04393976
239	1.041703289
240	1.038435374
241	1.036918805
242	1.035312837
243	1.033269195
244	1.03093196
245	1.028416386
246	1.026434974
247	1.024234382
248	1.021523839
249	1.019033713
250	1.015125524
251	1.013083375
252	1.011361289
253	1.010513241
254	1.008407313
255	1.0063608
256	1.003035609
257	0.9998256975
258	0.9970887548
259	0.9951520186
260	0.9920258443
261	0.9903237426
262	0.9894122339
263	0.9862973844
264	0.9847075821
265	0.9810189605
266	0.9790008781
267	0.9763326785
268	0.973589192
269	0.9712841593
270	0.9692672083
271	0.9669813351
272	0.9639187211
273	0.9612284773
274	0.959053912
275	0.9576474163
276	0.9549810879
277	0.9526447386
278	0.9493601688
279	0.9480125674
280	0.9456119845
281	0.9420151728
282	0.9394005509
283	0.9368909721
284	0.9347083142
285	0.9333250697
286	0.9315523956
287	0.9293821109
288	0.9268675496
289	0.9252405895
290	0.923890404
291	0.9214276313
292	0.9209184237
293	0.9194970156
294	0.9163393309
295	0.9132946389
296	0.9107755635
297	0.9080716
298	0.9071724646
299	0.9056280376
300	0.9033602985
301	0.9014116346
302	0.8998144847
303	0.8974369275
304	0.895547683
305	0.8934081328
306	0.8927708461
307	0.8906630766
308	0.8887814477
309	0.8865758209
310	0.8844161981
311	0.8817619787
312	0.879819292
313	0.8780611653
314	0.8754705155
315	0.8735744786
316	0.8708871695
317	0.8689629823
318	0.866130296
319	0.8645834567
320	0.8617592932
321	0.8594232389
322	0.8589324003
323	0.8562781394
324	0.8548658902
325	0.8527289529
326	0.8508722768
327	0.8479890276
328	0.8458430635
329	0.8439734371
330	0.8419307136
331	0.8400814946
332	0.8381004623
333	0.8362797429
334	0.8352492948
335	0.8334825198
336	0.8321995077
337	0.8308059481
338	0.8286119959
339	0.8263814042
340	0.8241668924
341	0.8231188158
342	0.8203250242
343	0.8185980628
344	0.8161497066
345	0.8138865973
346	0.8119792569
347	0.8110790914
348	0.8103768275
349	0.8083384778
350	0.8065378746
351	0.8047773637
352	0.8035771094
353	0.801351038
354	0.7986446788
355	0.7978979903
356	0.7955681452
357	0.7939491974
358	0.7929804449
359	0.7916067648
360	0.7911729815
361	0.7880074091
362	0.7868058198
363	0.7846248719
