iter	RMSE
0	19.38495752
1	19.34818564
2	19.31341646
3	19.26726039
4	19.21501272
5	19.17750792
6	19.14199654
7	19.09716931
8	19.05533422
9	19.01657582
10	18.98409119
11	18.94375149
12	18.90577296
13	18.8733116
14	18.84253307
15	18.79711879
16	18.76095968
17	18.72635189
18	18.69186582
19	18.65828175
20	18.61727892
21	18.58366025
22	18.56291717
23	18.53741779
24	18.51367537
25	18.48735994
26	18.46311248
27	18.43764283
28	18.40885979
29	18.39011201
30	18.35880755
31	18.32493045
32	18.29349287
33	18.24954366
34	18.23199956
35	18.20832831
36	18.19436942
37	18.17235058
38	18.14991274
39	18.12587757
40	18.09807803
41	18.07040356
42	18.03812102
43	18.02576399
44	18.00491036
45	17.96568345
46	17.96428058
47	17.93396844
48	17.90919374
49	17.897076
50	17.87612656
51	17.85569522
52	17.83178853
53	17.81240299
54	17.78790635
55	17.77450542
56	17.75852556
57	17.7365528
58	17.70694235
59	17.68497599
60	17.67058745
61	17.6446555
62	17.63673172
63	17.61123672
64	17.59543544
65	17.5826799
66	17.56752042
67	17.54292917
68	17.53504258
69	17.51798285
70	17.45934582
71	17.42463348
72	17.38571317
73	17.34942774
74	17.33327866
75	17.3193888
76	17.30252445
77	17.28264142
78	17.27048999
79	17.24575872
80	17.22196271
81	17.20786254
82	17.17504882
83	17.16008103
84	17.1408162
85	17.13141045
86	17.11156565
87	17.08273681
88	17.06189884
89	17.03599707
90	17.02174721
91	16.99643147
92	16.97767879
93	16.96473563
94	16.95289536
95	16.93746782
96	16.92215539
97	16.90293954
98	16.87633615
99	16.86311302
100	16.85277648
101	16.83920018
102	16.82464066
103	16.80363138
104	16.77740892
105	16.76208825
106	16.75306923
107	16.73341021
108	16.71813043
109	16.71323151
110	16.6899116
111	16.67192761
112	16.66719036
113	16.64297551
114	16.63055324
115	16.62223696
116	16.60714209
117	16.58276269
118	16.5660281
119	16.5511984
120	16.51895075
121	16.49488715
122	16.48541315
123	16.46790518
124	16.45437404
125	16.44791265
126	16.43768424
127	16.40683772
128	16.38785563
129	16.3752051
130	16.34682037
131	16.33363595
132	16.31385967
133	16.30757317
134	16.29507233
135	16.27874083
136	16.26073741
137	16.25395892
138	16.23968596
139	16.2198527
140	16.21272605
141	16.20895014
142	16.19035798
143	16.17418476
144	16.15830727
145	16.13863002
146	16.13413723
147	16.11793586
148	16.1108813
149	16.09424701
150	16.08587994
151	16.06861275
152	16.05866181
153	16.04803401
154	16.02671072
155	16.01978071
156	16.01135051
157	16.00281913
158	15.99095066
159	15.97619578
160	15.95752687
161	15.93370529
162	15.92432785
163	15.90151266
164	15.89054888
165	15.88266439
166	15.86864688
167	15.86432711
168	15.8502067
169	15.82750154
170	15.81105438
171	15.80314857
172	15.79143957
173	15.74648867
174	15.73374514
175	15.7131581
176	15.70841112
177	15.69926627
178	15.67730334
179	15.67180747
180	15.66255206
181	15.64311379
182	15.62589932
183	15.60149364
184	15.59030739
185	15.57693772
186	15.5641292
187	15.53936096
188	15.5077
189	15.49935768
190	15.49296672
191	15.48767914
192	15.47975463
193	15.45321065
194	15.4349393
195	15.4112892
196	15.40413991
197	15.37886874
198	15.37285872
199	15.36329294
200	15.3529697
201	15.34297425
202	15.29925281
203	15.29504664
204	15.28588304
205	15.27031792
206	15.26260842
207	15.25748746
208	15.23298365
209	15.21171606
210	15.19761365
211	15.18041826
212	15.16348977
213	15.15154978
214	15.14546161
215	15.13878043
216	15.12958675
217	15.11793112
218	15.1031036
219	15.07717791
220	15.07170216
221	15.04900718
222	15.033982
223	15.02856834
224	15.00479686
225	14.98428143
226	14.96706959
227	14.96075199
228	14.94993216
229	14.93397141
230	14.91829772
231	14.9128602
232	14.90771409
233	14.89338145
234	14.88762377
235	14.86629139
236	14.86150554
237	14.84754478
238	14.82952752
239	14.82296145
240	14.81559344
241	14.79289658
242	14.78187999
243	14.77538405
244	14.76961194
245	14.76251703
246	14.73702502
247	14.73090044
248	14.71493492
249	14.70761513
250	14.68788771
251	14.67218608
252	14.66749209
253	14.6616301
254	14.64224679
255	14.63857766
256	14.63491094
257	14.61936609
258	14.61070071
259	14.58777678
260	14.5731923
261	14.54004737
262	14.53229025
263	14.50309747
264	14.49280441
265	14.4879344
266	14.47230507
267	14.42018091
268	14.41483503
269	14.40874257
270	14.4048469
271	14.39949091
272	14.39188593
273	14.37917204
274	14.37529824
275	14.36187608
276	14.33800226
277	14.33435457
278	14.32988533
279	14.30751385
280	14.29403646
281	14.25627205
282	14.24955912
283	14.21173138
284	14.19818716
285	14.16480786
286	14.15971063
287	14.14566299
288	14.13337705
289	14.11921229
290	14.10529337
291	14.08340412
292	14.06361542
293	14.03137823
294	14.02751837
